Schools,Colleges,Hospitals,Gyms,Boys_Hostels,Girls_Hostels,Turfs,Parking_Spaces,Competitors,Rent_Cost,Daily_Footfall,Avg_Income,Shop_Area_SqFt,Dist_To_Transit,Best_Shop_Type,Area_Type,Dominant_Age_Group
7.0,4.0,4.0,3.0,7.0,6.0,3.0,13.0,5.0,14463.0,5134.0,121534.0,,1610.0,Supermarket,Urban,Adults
8.0,5.0,1.0,1.0,7.0,2.0,0.0,26.0,7.0,58675.0,5788.0,49721.0,1058.0,461.0,Stationery,,Adults
2.0,3.0,2.0,5.0,8.0,3.0,1.0,20.0,0.0,72361.0,12331.0,20747.0,1049.0,561.0,Barber Shop,Semi-Urban,Kids
1.0,0.0,1.0,4.0,9.0,6.0,4.0,15.0,7.0,67524.0,5969.0,112895.0,2237.0,1153.0,Supermarket,Urban,Kids
,2.0,4.0,1.0,2.0,5.0,2.0,11.0,7.0,17888.0,11773.0,,2532.0,888.0,Beauty Parlor,,Adults
1.0,5.0,5.0,4.0,8.0,5.0,4.0,2.0,0.0,20325.0,1939.0,21339.0,1551.0,866.0,Pharmacy,,Kids
0.0,1.0,4.0,0.0,2.0,3.0,2.0,25.0,6.0,55269.0,5177.0,44816.0,1311.0,746.0,Clothing Store,Semi-Urban,Seniors
2.0,0.0,2.0,5.0,0.0,9.0,2.0,19.0,6.0,58436.0,12045.0,29009.0,2385.0,1527.0,Supermarket,Semi-Urban,Teens
6.0,4.0,4.0,4.0,4.0,7.0,1.0,4.0,6.0,52150.0,2251.0,61081.0,2478.0,192.0,Stationery,Rural,Kids
0.0,5.0,4.0,4.0,6.0,8.0,1.0,12.0,2.0,30531.0,6172.0,27867.0,1201.0,1812.0,Pharmacy,Urban,Adults
1.0,1.0,1.0,0.0,2.0,9.0,4.0,14.0,2.0,28627.0,10727.0,97186.0,2231.0,686.0,Supermarket,Semi-Urban,Seniors
0.0,0.0,0.0,1.0,8.0,6.0,3.0,7.0,7.0,27096.0,12577.0,48307.0,778.0,1331.0,Barber Shop,Urban,Seniors
7.0,3.0,3.0,4.0,0.0,7.0,3.0,13.0,7.0,59833.0,14849.0,80343.0,952.0,957.0,Coolbar,Urban,Teens
4.0,2.0,2.0,5.0,5.0,9.0,4.0,25.0,7.0,43354.0,14112.0,54676.0,3806.0,1663.0,Supermarket,Semi-Urban,Adults
7.0,4.0,0.0,1.0,5.0,1.0,2.0,14.0,2.0,68754.0,1677.0,140494.0,354.0,1188.0,Stationery,Rural,Teens
2.0,1.0,5.0,1.0,7.0,3.0,1.0,23.0,3.0,65180.0,2135.0,65057.0,1777.0,1840.0,Supermarket,Semi-Urban,Teens
6.0,3.0,2.0,3.0,2.0,2.0,4.0,29.0,1.0,26747.0,11770.0,45830.0,1759.0,1315.0,Supermarket,Rural,Adults
7.0,2.0,0.0,5.0,4.0,5.0,3.0,18.0,2.0,36508.0,1176.0,41495.0,518.0,877.0,Stationery,Rural,Teens
5.0,2.0,4.0,5.0,9.0,1.0,2.0,7.0,4.0,71816.0,8919.0,86110.0,3279.0,1651.0,Pharmacy,Semi-Urban,Seniors
6.0,3.0,2.0,0.0,4.0,6.0,3.0,9.0,2.0,54604.0,13733.0,41868.0,1615.0,476.0,Fast Food,Semi-Urban,Kids
1.0,1.0,0.0,0.0,7.0,7.0,2.0,12.0,3.0,51686.0,7861.0,86764.0,3702.0,851.0,Supermarket,Urban,Kids
7.0,2.0,3.0,2.0,6.0,3.0,3.0,,6.0,67933.0,6928.0,92668.0,3304.0,461.0,Stationery,Urban,Seniors
4.0,4.0,4.0,5.0,2.0,7.0,0.0,10.0,2.0,32004.0,13767.0,38878.0,3655.0,822.0,Pharmacy,Semi-Urban,Teens
6.0,0.0,,1.0,6.0,7.0,2.0,1.0,0.0,45777.0,2397.0,85842.0,1233.0,1492.0,Stationery,Urban,Teens
0.0,4.0,5.0,2.0,9.0,2.0,2.0,29.0,0.0,57601.0,14187.0,112229.0,3639.0,1089.0,Supermarket,Semi-Urban,Kids
4.0,5.0,5.0,5.0,7.0,0.0,2.0,18.0,3.0,36375.0,1755.0,144457.0,3922.0,343.0,Supermarket,Rural,Teens
0.0,2.0,2.0,0.0,4.0,2.0,0.0,23.0,0.0,18066.0,14954.0,41767.0,1697.0,283.0,Supermarket,Rural,Adults
7.0,0.0,0.0,0.0,4.0,9.0,0.0,27.0,,63844.0,3815.0,139577.0,1731.0,,Supermarket,Rural,Adults
3.0,3.0,2.0,5.0,0.0,0.0,3.0,20.0,3.0,47288.0,764.0,25045.0,250.0,479.0,Stationery,Semi-Urban,Adults
3.0,0.0,4.0,2.0,7.0,1.0,1.0,17.0,4.0,65732.0,7570.0,30313.0,1192.0,1967.0,Pharmacy,Urban,Adults
1.0,0.0,1.0,0.0,5.0,7.0,3.0,22.0,5.0,36207.0,11115.0,81349.0,2738.0,733.0,Supermarket,Semi-Urban,Adults
4.0,0.0,5.0,0.0,5.0,3.0,2.0,20.0,1.0,56958.0,1992.0,56023.0,3897.0,989.0,Supermarket,Urban,Seniors
0.0,2.0,0.0,3.0,4.0,8.0,2.0,5.0,0.0,61888.0,3670.0,107037.0,2916.0,1334.0,Beauty Parlor,Urban,Kids
8.0,5.0,3.0,4.0,4.0,6.0,3.0,13.0,9.0,18029.0,4176.0,109963.0,2236.0,681.0,Stationery,Semi-Urban,Kids
4.0,5.0,,5.0,2.0,2.0,4.0,17.0,1.0,48507.0,9349.0,72288.0,3733.0,1759.0,Supermarket,Semi-Urban,Teens
5.0,1.0,4.0,3.0,2.0,0.0,1.0,,5.0,16681.0,,148833.0,795.0,1247.0,Beauty Parlor,Rural,Teens
1.0,5.0,2.0,4.0,1.0,0.0,0.0,6.0,9.0,33215.0,7825.0,76490.0,3561.0,1829.0,Bakery,Urban,Kids
0.0,2.0,3.0,5.0,8.0,0.0,1.0,14.0,8.0,41873.0,14912.0,106463.0,2095.0,254.0,Supermarket,Urban,Seniors
3.0,1.0,4.0,3.0,7.0,9.0,4.0,0.0,7.0,52421.0,9086.0,79938.0,3901.0,296.0,Barber Shop,Rural,Teens
6.0,3.0,3.0,3.0,2.0,2.0,3.0,,9.0,76802.0,8972.0,124182.0,594.0,1906.0,Clothing Store,,Seniors
5.0,3.0,4.0,5.0,4.0,4.0,3.0,9.0,0.0,27658.0,7309.0,107744.0,1359.0,1870.0,Pharmacy,Semi-Urban,Kids
0.0,3.0,1.0,1.0,9.0,7.0,2.0,20.0,4.0,78773.0,11975.0,47843.0,1992.0,1075.0,Supermarket,Rural,Kids
0.0,3.0,5.0,2.0,4.0,7.0,3.0,8.0,6.0,58404.0,10444.0,88994.0,1430.0,880.0,Pharmacy,Urban,Teens
7.0,3.0,4.0,5.0,7.0,1.0,4.0,22.0,7.0,76593.0,4221.0,61047.0,3130.0,642.0,Supermarket,Rural,Teens
3.0,4.0,3.0,3.0,,8.0,3.0,29.0,6.0,39517.0,1088.0,125782.0,3448.0,725.0,Supermarket,Rural,Teens
4.0,2.0,0.0,1.0,6.0,8.0,3.0,15.0,0.0,33718.0,8339.0,110879.0,3035.0,727.0,Supermarket,Urban,Seniors
6.0,1.0,5.0,,4.0,6.0,4.0,15.0,3.0,70484.0,12118.0,73584.0,2469.0,803.0,Pharmacy,Semi-Urban,Kids
,3.0,1.0,2.0,0.0,9.0,0.0,24.0,3.0,15420.0,12044.0,95674.0,3132.0,1443.0,Supermarket,Urban,Adults
6.0,4.0,2.0,1.0,7.0,4.0,1.0,24.0,8.0,37454.0,14283.0,,246.0,1960.0,Bakery,Semi-Urban,Kids
1.0,5.0,1.0,5.0,3.0,4.0,3.0,16.0,5.0,44798.0,9360.0,38899.0,2525.0,1673.0,Supermarket,Rural,Teens
3.0,4.0,1.0,4.0,4.0,7.0,1.0,23.0,5.0,42740.0,2198.0,47174.0,3732.0,451.0,Supermarket,Semi-Urban,Kids
0.0,4.0,2.0,2.0,0.0,7.0,1.0,11.0,4.0,72471.0,9255.0,91531.0,1709.0,313.0,Supermarket,Urban,Seniors
8.0,2.0,4.0,0.0,2.0,4.0,2.0,6.0,4.0,78371.0,5735.0,106965.0,1694.0,589.0,Stationery,Urban,Teens
2.0,3.0,1.0,5.0,1.0,5.0,0.0,26.0,8.0,38351.0,11236.0,104274.0,1245.0,949.0,Clothing Store,Urban,Teens
2.0,4.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,43692.0,6255.0,35901.0,3466.0,983.0,Pharmacy,Urban,Kids
8.0,4.0,1.0,5.0,0.0,5.0,2.0,2.0,9.0,26566.0,11976.0,135653.0,1861.0,1155.0,Beauty Parlor,Rural,Adults
2.0,3.0,0.0,1.0,5.0,4.0,4.0,5.0,4.0,52251.0,1407.0,99046.0,534.0,1009.0,Pet Grooming,Semi-Urban,Seniors
7.0,2.0,5.0,0.0,7.0,8.0,4.0,26.0,0.0,65379.0,13792.0,43834.0,3513.0,800.0,Supermarket,Semi-Urban,Adults
1.0,4.0,0.0,1.0,2.0,0.0,4.0,,4.0,37157.0,4771.0,134820.0,1300.0,1962.0,Clothing Store,Urban,Seniors
2.0,1.0,5.0,4.0,0.0,9.0,4.0,18.0,3.0,71165.0,6630.0,,3350.0,1401.0,Supermarket,Urban,Seniors
1.0,0.0,3.0,1.0,9.0,2.0,4.0,7.0,3.0,29350.0,6906.0,21955.0,3583.0,1387.0,Barber Shop,Urban,Adults
0.0,5.0,2.0,5.0,1.0,6.0,2.0,3.0,3.0,79932.0,3258.0,69034.0,221.0,1520.0,Sports Nutrition,Semi-Urban,Seniors
1.0,0.0,5.0,3.0,2.0,8.0,0.0,28.0,2.0,59258.0,8776.0,50453.0,1939.0,1861.0,Supermarket,Urban,Seniors
7.0,0.0,5.0,0.0,5.0,1.0,0.0,6.0,5.0,41158.0,11304.0,24969.0,2871.0,1773.0,Pharmacy,Urban,Adults
8.0,2.0,4.0,0.0,2.0,3.0,2.0,3.0,2.0,54228.0,14148.0,133847.0,2163.0,,Pharmacy,Urban,Kids
1.0,4.0,4.0,1.0,8.0,7.0,2.0,17.0,5.0,78201.0,7394.0,114614.0,2328.0,468.0,Supermarket,Urban,Teens
6.0,0.0,3.0,3.0,0.0,4.0,3.0,6.0,5.0,53340.0,2103.0,80290.0,2753.0,1110.0,Pharmacy,Semi-Urban,Adults
4.0,0.0,4.0,3.0,6.0,7.0,1.0,23.0,9.0,22468.0,6816.0,34833.0,2692.0,1020.0,Supermarket,Urban,Adults
2.0,5.0,4.0,1.0,9.0,1.0,4.0,0.0,1.0,26557.0,13412.0,45806.0,2113.0,1264.0,Pharmacy,Rural,Adults
8.0,3.0,0.0,2.0,7.0,7.0,1.0,4.0,8.0,16466.0,12564.0,97753.0,1191.0,685.0,Bakery,Semi-Urban,Adults
5.0,4.0,4.0,4.0,8.0,5.0,3.0,9.0,9.0,28932.0,10683.0,21579.0,1652.0,1057.0,Fast Food,Rural,Teens
0.0,4.0,4.0,1.0,7.0,4.0,0.0,13.0,7.0,64757.0,13061.0,130836.0,2416.0,852.0,Pet Grooming,Rural,Teens
4.0,5.0,3.0,5.0,4.0,1.0,4.0,23.0,6.0,39218.0,6275.0,32888.0,2297.0,741.0,Supermarket,,Adults
6.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,8.0,76474.0,7250.0,30575.0,1553.0,963.0,Stationery,Semi-Urban,Adults
3.0,4.0,1.0,4.0,0.0,0.0,2.0,11.0,7.0,15744.0,13347.0,51226.0,1972.0,1258.0,Fast Food,Semi-Urban,Teens
7.0,1.0,4.0,1.0,7.0,5.0,1.0,18.0,8.0,79687.0,3652.0,22143.0,3954.0,1581.0,Stationery,,Teens
4.0,5.0,15.468793084643206,4.0,6.0,2.0,0.0,1.0,7.0,37755.0,8336.0,125497.0,2108.0,1437.0,Beauty Parlor,Semi-Urban,Adults
8.0,2.0,5.0,2.0,4.0,5.0,3.0,13.0,2.0,12050.0,6876.0,27236.0,2137.0,325.0,Pharmacy,Rural,Adults
8.0,3.0,4.0,3.0,9.0,0.0,0.0,2.0,9.0,79514.0,6157.0,119849.0,3440.0,672.0,Pet Grooming,Urban,Adults
8.0,5.0,0.0,2.0,2.0,0.0,4.0,18.0,0.0,65357.0,5565.0,88682.0,1178.0,748.0,Stationery,,Kids
0.0,0.0,5.0,2.0,8.0,1.0,4.0,2.0,5.0,68846.0,5186.0,43904.0,3890.0,1397.0,Pharmacy,Semi-Urban,Kids
1.0,4.0,4.0,3.0,3.0,9.0,1.0,12.0,2.0,73161.0,9362.0,45563.0,290.0,1739.0,Pharmacy,Rural,Kids
2.0,1.0,0.0,5.0,5.0,6.0,2.0,16.0,2.0,12936.0,10139.0,139352.0,2767.0,,Supermarket,Rural,Adults
3.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,5.0,31532.0,11300.0,106351.0,2624.0,966.0,Beauty Parlor,Semi-Urban,Teens
8.0,2.0,5.0,1.0,8.0,3.0,3.0,13.0,9.0,58726.0,12960.0,108491.0,729.0,1433.0,Fast Food,Rural,Adults
5.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,8.0,79397.0,12443.0,108065.0,3125.0,905.0,Coolbar,Semi-Urban,Seniors
0.0,1.0,4.0,4.0,7.0,4.0,4.0,12.0,4.0,40165.0,3696.0,129212.0,1061.0,528.0,Pet Grooming,Rural,
8.0,5.0,5.0,1.0,2.0,1.0,3.0,8.0,0.0,60984.0,757.0,,3970.0,1062.0,Stationery,Rural,Seniors
5.0,4.0,3.0,1.0,7.0,6.0,0.0,9.0,9.0,42877.0,1192.0,86433.0,,1941.0,Barber Shop,Semi-Urban,Kids
3.0,,5.0,4.0,2.0,2.0,3.0,7.0,6.0,12684.0,10434.0,84085.0,1274.0,232.0,Pharmacy,Semi-Urban,Seniors
3.0,1.0,3.0,0.0,4.0,2.0,1.0,28.0,8.0,60543.0,554.0,100458.0,840.0,347.0,Clothing Store,Urban,Teens
2.0,4.0,4.0,3.0,0.0,1.0,,28.0,9.0,24001.0,8843.0,129986.0,1581.0,1412.0,Supermarket,Rural,Kids
6.0,5.0,0.0,1.0,5.0,5.0,2.0,21.0,1.0,68728.0,7311.0,86399.0,3993.0,1042.0,Supermarket,Rural,Seniors
2.0,4.0,3.0,4.0,1.0,3.0,2.0,6.0,8.0,53398.0,2297.0,80388.0,2424.0,1940.0,Sports Nutrition,Semi-Urban,Teens
1.0,0.0,5.0,2.0,2.0,3.0,3.0,29.0,4.0,48807.0,2971.0,96654.0,1685.0,1864.0,Supermarket,Rural,Teens
7.0,5.0,5.0,2.0,0.0,7.0,3.0,0.0,0.0,15118.0,7107.0,20959.0,3259.0,1783.0,Stationery,Urban,
3.0,3.0,3.0,5.0,5.0,1.0,3.0,22.0,3.0,66561.0,4330.0,29348.0,2900.0,989.0,Supermarket,Semi-Urban,Kids
7.0,4.0,1.0,1.0,4.0,6.0,4.0,7.0,7.0,11453.0,2154.0,28154.0,1206.0,1611.0,Stationery,Semi-Urban,Teens
0.0,,1.0,3.0,9.0,1.0,2.0,7.0,2.0,27218.0,4789.0,141650.0,544.0,1522.0,Beauty Parlor,Semi-Urban,Teens
4.0,5.0,1.0,4.0,1.0,5.0,2.0,5.0,4.0,59510.0,2800.0,112363.0,519.0,637.0,Sports Nutrition,Rural,Seniors
8.0,2.0,3.0,5.0,7.0,4.0,1.0,22.0,1.0,34911.0,13814.0,39335.0,2767.0,1187.0,Supermarket,Rural,Kids
0.0,3.0,3.0,5.0,8.0,7.0,1.0,26.0,4.0,19044.0,7915.0,63132.0,3203.0,1892.0,Supermarket,Rural,Seniors
3.0,3.0,5.0,4.0,2.0,5.0,0.0,17.0,8.0,39014.0,10366.0,99490.0,346.0,123.0,Pharmacy,Semi-Urban,Seniors
5.0,3.0,4.0,4.0,5.0,6.0,4.0,3.0,2.0,21245.0,11362.0,86783.0,1285.0,395.0,Pharmacy,Rural,Adults
7.0,1.0,4.0,4.0,5.0,5.0,3.0,23.0,6.0,39987.0,11404.0,24885.0,1135.0,716.0,Pharmacy,,Kids
2.0,0.0,0.0,4.0,9.0,7.0,1.0,10.0,5.0,34793.0,1333.0,124766.0,573.0,726.0,Beauty Parlor,Urban,Seniors
4.0,0.0,3.0,3.0,5.0,1.0,0.0,19.0,1.0,47399.0,9852.0,113467.0,1532.0,1562.0,Supermarket,Urban,Seniors
6.0,2.0,4.0,4.0,7.0,6.0,0.0,23.0,6.0,54968.0,11440.0,41721.0,824.0,1839.0,Pharmacy,Urban,Kids
0.0,3.0,4.0,3.0,4.0,4.0,2.0,25.0,9.0,30842.0,5830.0,125004.0,2608.0,,Supermarket,Semi-Urban,Kids
6.0,3.0,1.0,,9.0,8.0,4.0,15.0,3.0,,4836.0,116148.0,1081.0,1356.0,Pet Grooming,Semi-Urban,Adults
7.0,4.0,3.8671982711608015,3.0,9.0,8.0,4.0,29.0,5.0,33258.0,2734.0,,1072.0,1138.0,Clothing Store,Rural,Teens
7.0,5.0,,2.0,7.0,7.0,3.0,11.0,6.0,52507.0,14417.0,141882.0,3644.0,1005.0,Beauty Parlor,Urban,Kids
8.0,1.0,2.0,0.0,2.0,7.0,4.0,3.0,8.0,64865.0,3978.0,115338.0,2250.0,1385.0,Beauty Parlor,Rural,Kids
5.0,1.0,4.0,5.0,6.0,3.0,3.0,8.0,6.0,29243.0,9691.0,,1089.0,1697.0,Sports Nutrition,Urban,
5.0,2.0,1.0,1.0,0.0,7.0,4.0,0.0,2.0,36760.0,12404.0,95493.0,2788.0,1023.0,Fast Food,Urban,Adults
1.0,0.0,1.0,2.0,3.0,,2.0,5.0,8.0,75089.0,6142.0,74634.0,2327.0,869.0,Sports Nutrition,Semi-Urban,Seniors
2.0,3.0,3.0,0.0,4.0,4.0,0.0,0.0,5.0,,2243.0,47464.0,1614.0,918.0,Pharmacy,Semi-Urban,Seniors
3.0,5.0,5.0,5.0,6.0,3.0,4.0,27.0,3.0,62024.0,2064.0,115534.0,2232.0,230.0,Supermarket,Semi-Urban,Teens
3.0,2.0,1.0,2.0,5.0,4.0,4.0,21.0,9.0,73662.0,6634.0,127823.0,3845.0,1343.0,Supermarket,Semi-Urban,Adults
7.0,1.0,3.0,5.0,5.0,4.0,2.0,19.0,4.0,23692.0,6746.0,76442.0,2172.0,721.0,Supermarket,Urban,Kids
0.0,1.0,0.0,3.0,1.0,4.0,1.0,23.0,9.0,75016.0,8186.0,95617.0,2844.0,785.0,Supermarket,Urban,Seniors
3.0,1.0,1.0,3.0,1.0,6.0,3.0,28.0,0.0,34943.0,2713.0,56218.0,1461.0,1284.0,Clothing Store,Semi-Urban,Seniors
3.0,3.0,5.0,,1.0,0.0,1.0,7.0,3.0,22525.0,503.0,46922.0,882.0,1017.0,Pharmacy,Urban,Kids
0.0,3.0,3.0,3.0,9.0,1.0,0.0,12.0,2.0,67682.0,12503.0,46649.0,2005.0,980.0,Pharmacy,Rural,Seniors
2.0,3.0,5.0,2.0,7.0,6.0,1.0,24.0,5.0,70654.0,4137.0,120165.0,3182.0,98.0,Supermarket,Semi-Urban,Adults
4.0,4.0,1.0,5.0,6.0,0.0,0.0,22.0,8.0,61345.0,4847.0,74603.0,479.0,1215.0,Clothing Store,Urban,Kids
5.0,0.0,0.0,1.0,0.0,8.0,3.0,28.0,2.0,58491.0,7915.0,69017.0,3255.0,1260.0,Supermarket,,Seniors
8.0,1.0,1.0,5.0,8.0,2.0,2.0,26.0,4.0,51025.0,971.0,56604.0,1445.0,1206.0,Stationery,Semi-Urban,Adults
8.0,1.0,3.0,3.0,7.0,5.0,0.0,28.0,1.0,35663.0,7569.0,108313.0,,1168.0,Clothing Store,Semi-Urban,Kids
8.0,4.0,0.0,5.0,8.0,3.0,3.0,23.0,8.0,11751.0,11238.0,40388.0,,81.0,Supermarket,Rural,Seniors
0.0,1.0,0.0,0.0,3.0,2.0,6.847078176876255,28.0,7.0,43434.0,2813.0,68760.0,2619.0,777.0,Supermarket,Semi-Urban,Seniors
8.0,1.0,0.0,5.0,4.0,7.0,1.0,26.0,9.0,57606.0,9951.0,89681.0,1053.0,967.0,Clothing Store,Urban,Kids
7.0,3.0,2.0,2.0,4.0,1.0,1.0,18.0,3.0,27716.0,,109387.0,3217.0,110.0,Supermarket,Rural,Teens
1.0,3.0,3.0,0.0,8.0,2.0,0.0,25.0,7.0,11466.0,6247.0,,3845.0,966.0,Supermarket,Rural,Seniors
0.0,0.0,2.0,4.0,7.0,7.0,4.0,19.0,9.0,23299.0,6172.0,113310.0,1797.0,1618.0,Supermarket,Semi-Urban,Kids
0.0,1.0,5.0,4.0,9.0,2.0,4.0,3.0,3.0,66174.0,1707.0,46486.0,,1536.0,Pharmacy,Rural,Teens
5.0,2.0,0.0,5.0,5.0,7.0,2.0,21.0,1.0,36695.0,14343.0,140320.0,662.0,868.0,Beauty Parlor,Urban,Kids
8.0,1.0,2.0,1.0,9.0,6.0,1.0,6.0,8.0,66052.0,6393.0,61250.0,1593.0,1761.0,Barber Shop,Rural,Kids
6.0,1.0,1.0,2.0,9.0,1.0,3.0,24.0,1.0,34798.0,14153.0,119651.0,567.0,1216.0,Clothing Store,Semi-Urban,Seniors
4.0,0.0,2.0,1.0,0.0,0.0,2.0,29.0,0.0,17393.0,2289.0,138055.0,1662.0,1332.0,Supermarket,Rural,Adults
1.0,2.0,4.0,0.0,6.0,0.0,0.0,25.0,0.0,28189.0,10755.0,47057.0,3237.0,1807.0,Supermarket,Semi-Urban,Seniors
0.0,1.0,5.0,1.0,8.0,1.0,0.0,21.0,2.0,42112.0,13571.0,,2240.0,1770.0,Supermarket,Rural,Teens
1.0,5.0,0.0,0.0,3.0,6.0,2.0,17.0,9.0,,3669.0,119905.0,2261.0,1385.0,Supermarket,Semi-Urban,Adults
0.0,5.0,0.0,1.0,3.0,8.0,3.0,9.0,6.0,16272.0,5514.0,42027.0,807.0,111.0,Coolbar,Rural,Teens
2.0,2.0,5.0,4.0,4.0,6.0,1.0,25.0,5.0,46250.0,12278.0,53906.0,2821.0,1859.0,Supermarket,Rural,Adults
5.0,5.0,5.0,2.0,7.0,2.0,1.0,22.0,2.0,64079.0,3913.0,32487.0,2785.0,1434.0,Supermarket,Semi-Urban,Kids
7.0,3.0,3.0,1.0,4.0,7.0,3.0,14.0,4.0,15493.0,1295.0,49946.0,1988.0,1401.0,Stationery,,Kids
2.0,3.0,1.0,5.0,3.0,7.0,1.0,12.0,9.0,72186.0,7558.0,97992.0,1228.0,132.0,Sports Nutrition,Rural,Teens
8.0,2.0,5.0,0.0,7.0,8.0,4.0,25.0,5.0,,12377.0,141275.0,1142.0,1513.0,Beauty Parlor,Rural,Kids
4.0,1.0,5.0,5.0,4.0,8.0,4.0,29.0,9.0,75609.0,8237.0,73662.0,1427.0,1761.0,Clothing Store,Semi-Urban,Kids
6.0,2.0,3.0,2.0,7.0,8.0,3.0,24.0,1.0,37102.0,8368.0,64628.0,2788.0,908.0,Supermarket,Semi-Urban,Seniors
7.0,5.0,5.0,5.0,0.0,3.0,4.0,23.0,2.0,12287.0,13405.0,42238.0,3936.0,1462.0,Supermarket,Semi-Urban,Kids
2.0,2.0,2.0,4.0,2.0,9.0,2.0,19.0,3.0,62380.0,2203.0,70463.0,2684.0,,Supermarket,Urban,Adults
1.0,5.0,4.0,4.0,6.0,3.0,1.0,17.0,7.0,50679.0,3144.0,105139.0,3351.0,523.0,Supermarket,Semi-Urban,Teens
1.0,3.0,4.0,3.0,0.0,1.0,2.0,23.0,0.0,71143.0,3540.0,68878.0,2214.0,703.0,Supermarket,Rural,Kids
4.0,2.0,4.0,2.0,4.0,7.0,,21.0,8.0,39016.0,4982.0,34418.0,2587.0,1370.0,Supermarket,Rural,Adults
0.0,4.0,5.0,1.0,5.0,1.0,4.0,11.0,0.0,70406.0,1403.0,27342.0,1702.0,1261.0,Pharmacy,Rural,Seniors
1.0,5.0,4.0,4.0,0.0,2.0,2.0,14.0,2.0,42194.0,1946.0,95997.0,1219.0,1379.0,Pharmacy,Rural,Adults
8.0,4.0,1.0,1.0,6.0,8.0,2.0,7.0,2.0,44229.0,12734.0,147602.0,2322.0,1136.0,Beauty Parlor,Rural,Teens
6.0,3.0,2.0,1.0,8.0,1.0,0.0,10.0,8.0,24893.0,3997.0,52840.0,3839.0,1138.0,Barber Shop,Urban,Seniors
5.0,1.0,4.0,0.0,8.0,0.0,2.0,24.0,2.0,29322.0,5839.0,145779.0,2107.0,1745.0,Supermarket,Urban,Seniors
8.0,5.0,0.0,5.0,2.0,4.0,4.0,2.0,2.0,14950.0,5903.0,130225.0,1668.0,268.0,Stationery,Rural,Kids
6.0,1.0,5.0,1.0,3.0,6.0,1.0,23.0,1.0,33682.0,9616.0,118927.0,3815.0,579.0,Supermarket,Semi-Urban,Adults
4.0,3.0,2.0,3.0,0.0,3.0,1.0,13.0,3.0,43377.0,3335.0,145900.0,439.0,1091.0,Beauty Parlor,Rural,Teens
8.0,1.0,1.0,2.0,3.0,3.0,,25.0,7.0,40998.0,14814.0,110299.0,1871.0,1063.0,Supermarket,Semi-Urban,Adults
5.0,5.0,4.0,2.0,4.0,2.0,4.0,7.0,5.0,37325.0,11986.0,85309.0,3742.0,986.0,Fast Food,Rural,Teens
5.0,0.0,1.0,0.0,6.0,5.0,1.0,20.0,0.0,65049.0,13124.0,48142.0,,924.0,Stationery,Urban,Seniors
3.0,5.0,5.0,3.0,4.0,7.0,1.0,5.0,4.0,53011.0,5697.0,79164.0,585.0,1706.0,Pharmacy,Urban,Teens
0.0,5.0,4.0,5.0,7.0,1.0,3.0,20.0,9.0,31961.0,10903.0,104147.0,3682.0,636.0,Supermarket,Urban,Adults
4.0,4.0,0.0,3.0,6.0,5.0,3.0,21.0,7.0,31335.0,13012.0,134482.0,3051.0,631.0,Supermarket,Semi-Urban,Teens
8.0,0.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,59271.0,4632.0,137917.0,1118.0,228.0,Beauty Parlor,Urban,Teens
7.0,0.0,0.0,3.0,1.0,,0.0,25.0,5.0,77854.0,11733.0,64782.0,496.0,1294.0,Clothing Store,Urban,Kids
7.0,0.0,4.0,5.0,6.0,3.0,2.0,9.0,6.0,58907.0,3933.0,107876.0,3639.0,1621.0,Sports Nutrition,Urban,Adults
4.0,5.0,3.0,4.0,2.0,0.0,2.0,25.0,4.0,11152.0,13573.0,104547.0,1620.0,1974.0,Supermarket,Rural,Adults
8.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,73337.0,4101.0,58577.0,,,Stationery,Urban,Teens
2.0,0.0,,1.0,8.0,8.0,0.0,7.0,6.0,53912.0,1720.0,133645.0,1844.0,1619.0,Beauty Parlor,Rural,Teens
,2.0,4.0,2.0,9.0,5.0,1.0,13.0,8.0,47178.0,12863.0,113754.0,3749.0,1344.0,Supermarket,Semi-Urban,Kids
0.0,1.0,0.0,2.0,7.0,5.0,2.0,0.0,3.0,23301.0,5356.0,54334.0,898.0,,Barber Shop,Urban,Teens
8.0,3.0,5.0,5.0,7.0,4.0,1.0,24.0,2.0,35374.0,3883.0,145609.0,2395.0,1722.0,Supermarket,Urban,Teens
5.0,2.0,3.0,3.0,2.0,2.0,1.0,6.0,9.0,55108.0,6581.0,55488.0,2081.0,530.0,Bakery,Semi-Urban,Adults
1.0,5.0,5.0,5.0,9.0,1.0,0.0,0.0,3.0,12441.0,11253.0,27920.0,2603.0,1026.0,Pharmacy,Urban,
7.0,5.0,4.0,0.0,8.0,8.0,3.0,29.0,4.0,19386.0,2312.0,95584.0,3613.0,662.0,Supermarket,Semi-Urban,Kids
8.0,2.0,1.0,2.0,7.0,8.0,3.0,4.0,8.0,45985.0,2819.0,29234.0,2899.0,444.0,Stationery,Semi-Urban,Kids
